account,whitelisted_PLTS,whitelisted_pHRMS,whitelisted_pHRMS_WEI,airdropped_pHRMS,airdropped_WEI,total_pHRMS,total_PLTS
0x1C59cDC6f89d7c436ed0Cc537Dcb195b38e6ebcD,61.93963148624785,40.943146239611806,40943146239611806000,0,0,40.943146239611806,61.93963148624785
0x64BBEAbd91b57681E4b9d7377839F10cfABba815,69.3,45.80847457956,45808474579560000000,0,0,45.80847457956,69.3
0x03f9887B0681Dae61a0edB672a6E1258414CDE60,15.084814521099553,9.971318073985085,9971318073985085000,0,0,9.971318073985085,15.084814521099553
0x26390500636e77469b48797626E00cb4D07e88A9,6.3492791851310555,4.196981156574393,4196981156574391300,0,0,4.196981156574393,6.3492791851310555
0x87D72d48327d3F212346ecA6E9fBC4Db427cB93D,21.964532578459306,14.51892831561718,14518928315617180000,0,0,14.51892831561718,21.964532578459306
0x2B4C9ab5Bb159DDc971E0783430064fACF7e8d18,0.9793418595629996,0.6473615682321888,647361568232188800,7.8772601329732135,7877260132973214000,8.524621701205403,12.896222572692547
0x74445a2A7F4A45bdad2D3b95262354f6De8148EA,2.2561134198122383,1.4913292098134643,1491329209813464600,0,0,1.4913292098134643,2.2561134198122383
0xdFE875F84E76843dD87FfFf8A08D65980700CFb5,10.194304847505135,6.738608289512616,6738608289512616000,0,0,6.738608289512616,10.194304847505135
0xEf0FeBE0FaCBb9dB322f376557efFB03479cf9d0,579.8300009184267,383.2774582617316,383277458261731640000,0,0,383.2774582617316,579.8300009184267
0xcb98044880474f22829a7Bc65524943702Ca38df,15.968301139931814,10.55531770342461,10555317703424610000,0,0,10.55531770342461,15.968301139931814
0x316198D34D0Ba8ED715c46eC756d5DdDE43d977D,15502.09427740549,10247.147065461342,1.0247147065461357e+22,9.91729694537374,9917296945373741000,10257.064362406716,15517.097367655106
0xA6eDa7aBe4c2B1c1dDF7A597eD913A09fC5CAC76,20.06334950942952,13.262214083456419,13262214083456418000,0,0,13.262214083456419,20.06334950942952
0x05E5475917B8c85F8ff3e670154F123b9bC9c8B1,1.753037379203075,1.15878742023438,1158787420234380000,0,0,1.15878742023438,1.753037379203075
0x69FbaeC4131CB64e9828F7e6fdB7e31Fa4A9e230,404.6487291842413,267.4796684630242,267479668463024200000,0,0,267.4796684630242,404.6487291842413
0x8bBEf539C1eD386BAc9dbD50b53aDC4C58a028FC,546.7088651219606,361.3838261235127,361383826123512600000,0,0,361.3838261235127,546.7088651219606
0x6dAc62E20F3C62819e98148BD346E44506778024,31.691194281386807,20.948416560386793,20948416560386793000,0,0,20.948416560386793,31.691194281386807
